PairID,ByWho,SurveyAnswer,ActualAnswer,ConfidenceLevel,DecisionTime,ClickCount,Age,Education,EngProf,Major,PerturbationLevel,DominantGroup,DemographicAttr,Source,Majority,LinguisticGroup,ExpertiseGroup,ExperienceGroup
1,syn_2,0,0,0.7308,0.000188,1,1,1,4,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
1,syn_3,0,0,0.7802,0.000783,0,3,2,4,4,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
1,syn_4,0,0,0.8643,0.02122,0,1,4,4,4,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
1,syn_5,0,0,0.8252,0.001357,1,1,1,5,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
1,syn_6,0,0,0.6509,0.005003,1,1,3,5,5,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
1,syn_7,0,0,0.6934,0.000208,0,1,1,4,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
1,syn_8,0,0,0.5949,0.005659,0,2,3,5,4,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
1,syn_9,1,0,0.7569,0.005181,0,3,4,5,4,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
1,syn_10,0,0,0.6717,0.005871,0,3,1,4,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
1,syn_11,0,0,0.7178,0.012931,1,3,2,5,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
1,syn_12,0,0,0.8312,0.010788,3,2,2,1,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_13,1,0,0.8938,0.00414,3,2,1,1,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_14,0,0,0.8352,0.015136,1,1,3,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
1,syn_15,0,0,0.7143,5.1e-05,0,3,2,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_16,0,0,0.683,0.007957,2,3,2,2,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_17,1,0,0.8945,0.003936,4,2,2,3,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_18,1,0,0.9054,0.000984,1,3,2,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_19,0,0,0.7712,0.009973,3,1,2,2,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_20,0,0,0.805,0.002172,1,1,3,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
1,syn_21,0,0,0.7835,0.001949,4,3,2,1,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_22,0,0,0.9255,0.026355,4,1,4,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
1,syn_23,0,0,0.7589,0.003811,0,3,2,2,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
1,syn_24,0,0,0.807,0.008137,3,3,4,3,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
1,syn_25,1,0,0.6628,0.020986,3,1,2,2,2,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
1,syn_26,0,0,0.8685,0.003476,5,1,1,3,2,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
1,syn_27,0,0,0.9363,0.012106,3,3,2,1,1,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
1,syn_28,0,0,1.0,0.000987,1,2,1,2,3,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
1,syn_29,0,0,0.5759,0.003376,1,3,4,2,3,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,High-Edu
2,syn_0,1,1,0.7564,0.00019,1,1,3,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
2,syn_1,1,1,0.6422,0.007348,0,3,1,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
2,syn_2,1,1,0.7546,0.004876,0,1,1,4,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
2,syn_3,0,1,0.6848,0.00389,1,3,2,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
2,syn_4,1,1,0.8548,0.018618,0,1,4,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
2,syn_5,1,1,0.6871,0.001579,0,1,1,5,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
2,syn_6,1,1,0.6728,0.000409,0,1,3,5,5,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
2,syn_7,1,1,0.9161,0.000952,0,1,1,4,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
2,syn_8,1,1,0.8445,0.00144,0,2,3,5,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
2,syn_9,1,1,0.8766,0.001642,2,3,4,5,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
2,syn_10,1,1,0.6769,0.00473,0,3,1,4,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
2,syn_11,1,1,0.622,0.007091,0,3,2,5,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
2,syn_12,0,1,0.7715,0.001234,0,2,2,1,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_13,0,1,1.0,0.00103,2,2,1,1,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_14,0,1,0.7846,0.005689,2,1,3,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
2,syn_15,1,1,0.7441,0.009831,3,3,2,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_16,1,1,0.8777,0.000732,1,3,2,2,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_17,1,1,0.8151,0.008568,2,2,2,3,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_18,1,1,0.7416,0.007888,4,3,2,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_19,0,1,0.8249,0.003842,1,1,2,2,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_20,1,1,0.9142,0.016845,1,1,3,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
2,syn_21,1,1,0.9743,0.020994,2,3,2,1,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_22,0,1,0.7197,0.001953,4,1,4,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
2,syn_23,1,1,0.9394,0.026701,3,3,2,2,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
2,syn_24,0,1,0.7713,0.001088,3,3,4,3,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
2,syn_25,0,1,0.9025,0.000109,1,1,2,2,2,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
2,syn_26,1,1,0.6793,0.003847,4,1,1,3,2,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
2,syn_27,0,1,0.6543,0.011163,3,3,2,1,1,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
2,syn_28,0,1,0.5492,0.00682,0,2,1,2,3,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
2,syn_29,1,1,1.0,0.021866,1,3,4,2,3,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,High-Edu
3,syn_0,1,1,0.7067,0.000772,1,1,3,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
3,syn_1,1,1,0.7704,0.008626,1,3,1,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
3,syn_2,1,1,0.8654,0.000443,1,1,1,4,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
3,syn_3,1,1,0.7023,0.014711,2,3,2,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
3,syn_4,1,1,0.8358,0.000436,1,1,4,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
3,syn_5,1,1,0.734,0.000589,0,1,1,5,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
3,syn_6,1,1,0.7823,5.7e-05,0,1,3,5,5,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
3,syn_7,1,1,0.6673,0.006853,0,1,1,4,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
3,syn_8,1,1,0.819,0.016374,0,2,3,5,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
3,syn_9,1,1,0.7099,0.001265,1,3,4,5,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
3,syn_10,1,1,0.757,0.017513,0,3,1,4,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
3,syn_11,1,1,0.8484,0.024784,0,3,2,5,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
3,syn_12,1,1,1.0,0.008071,3,2,2,1,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_13,1,1,0.7079,0.008778,1,2,1,1,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_14,1,1,0.7811,0.003298,4,1,3,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
3,syn_15,1,1,0.6374,0.00436,1,3,2,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_16,1,1,0.8686,0.03665,3,3,2,2,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_17,1,1,0.9165,0.001775,5,2,2,3,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_18,0,1,0.7912,0.02699,1,3,2,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_19,0,1,0.7661,0.016636,1,1,2,2,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_20,1,1,0.6087,0.009017,4,1,3,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
3,syn_21,1,1,0.7281,0.00058,8,3,2,1,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_22,1,1,0.8144,0.005988,0,1,4,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
3,syn_23,0,1,0.8617,0.002596,2,3,2,2,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
3,syn_24,1,1,0.8204,0.001205,3,3,4,3,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
3,syn_25,1,1,0.9384,0.008231,2,1,2,2,2,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
3,syn_26,1,1,0.927,0.000292,3,1,1,3,2,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
3,syn_27,1,1,0.589,0.00498,2,3,2,1,1,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
3,syn_28,0,1,0.5956,0.007215,2,2,1,2,3,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
3,syn_29,1,1,0.7933,0.006146,2,3,4,2,3,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,High-Edu
4,syn_0,0,0,0.7867,0.005017,0,1,3,4,4,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
4,syn_1,0,0,0.656,0.001004,0,3,1,4,4,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
4,syn_2,0,0,0.6514,0.011355,0,1,1,4,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
4,syn_3,0,0,0.8004,0.001068,0,3,2,4,4,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
4,syn_4,0,0,0.7393,0.000925,0,1,4,4,4,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
4,syn_5,0,0,0.6465,0.001155,0,1,1,5,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
4,syn_6,0,0,0.8015,0.0035,1,1,3,5,5,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
4,syn_7,0,0,0.8705,0.000426,2,1,1,4,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
4,syn_8,0,0,0.6969,0.001621,1,2,3,5,4,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
4,syn_9,1,0,0.6924,0.002314,0,3,4,5,4,none,male,Gender,FacultyMatch,0,Native,STEM,High-Edu
4,syn_10,0,0,0.9145,0.004815,0,3,1,4,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
4,syn_11,0,0,0.7251,0.000187,0,3,2,5,5,none,male,Gender,FacultyMatch,0,Native,STEM,Lower-Edu
4,syn_12,0,0,0.9829,0.012495,3,2,2,1,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_13,1,0,0.5052,0.002777,1,2,1,1,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_14,0,0,0.7072,0.000203,1,1,3,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
4,syn_15,0,0,0.7579,0.022121,3,3,2,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_16,1,0,0.7534,0.000909,3,3,2,2,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_17,0,0,0.7198,0.004511,2,2,2,3,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_18,1,0,0.7219,0.043062,1,3,2,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_19,0,0,0.7415,0.002065,1,1,2,2,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_20,0,0,0.4997,0.022708,0,1,3,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
4,syn_21,0,0,0.8822,0.040386,0,3,2,1,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_22,0,0,0.8601,0.005073,3,1,4,2,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
4,syn_23,0,0,0.6827,0.026504,2,3,2,2,4,none,male,Gender,FacultyMatch,0,Non-Native,STEM,Lower-Edu
4,syn_24,0,0,0.7084,0.014675,0,3,4,3,5,none,male,Gender,FacultyMatch,0,Non-Native,STEM,High-Edu
4,syn_25,0,0,0.5834,0.007085,1,1,2,2,2,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
4,syn_26,0,0,0.7921,0.009432,1,1,1,3,2,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
4,syn_27,0,0,0.6547,0.007605,0,3,2,1,1,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
4,syn_28,0,0,0.9208,0.004104,0,2,1,2,3,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,Lower-Edu
4,syn_29,0,0,0.7308,0.002939,3,3,4,2,3,none,male,Gender,FacultyMatch,0,Non-Native,Non-STEM,High-Edu
5,syn_0,1,1,0.767,0.002654,0,1,3,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
5,syn_1,0,1,0.7589,0.001,0,3,1,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
5,syn_2,1,1,0.738,0.006757,0,1,1,4,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
5,syn_3,0,1,0.7614,0.00793,0,3,2,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
5,syn_4,0,1,0.8043,0.000894,0,1,4,4,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
5,syn_5,1,1,0.8535,0.003702,0,1,1,5,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
5,syn_6,0,1,0.725,0.010486,0,1,3,5,5,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
5,syn_7,1,1,0.8801,0.002366,0,1,1,4,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
5,syn_8,1,1,0.7827,0.001793,1,2,3,5,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
5,syn_9,1,1,0.7281,0.002422,0,3,4,5,4,high,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
5,syn_10,1,1,0.7665,0.011847,1,3,1,4,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
5,syn_11,1,1,0.8069,0.002039,0,3,2,5,5,high,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
5,syn_12,1,1,0.669,0.0158,4,2,2,1,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_13,1,1,0.702,0.013624,0,2,1,1,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_14,1,1,0.7676,0.008437,3,1,3,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
5,syn_15,1,1,0.6825,0.01596,0,3,2,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_16,1,1,0.7071,0.002604,4,3,2,2,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_17,0,1,0.6506,0.002004,2,2,2,3,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_18,1,1,0.8217,0.006199,1,3,2,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_19,0,1,1.0,0.009453,0,1,2,2,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_20,0,1,1.0,0.020567,5,1,3,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
5,syn_21,0,1,0.9615,0.005519,4,3,2,1,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_22,0,1,1.0,0.041892,1,1,4,2,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
5,syn_23,0,1,0.8629,0.005092,0,3,2,2,4,high,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
5,syn_24,0,1,0.6785,0.004083,1,3,4,3,5,high,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
5,syn_25,1,1,0.6014,0.007709,2,1,2,2,2,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
5,syn_26,0,1,0.6649,0.013375,1,1,1,3,2,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
5,syn_27,1,1,0.7821,0.001941,1,3,2,1,1,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
5,syn_28,0,1,0.6779,0.024633,1,2,1,2,3,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
5,syn_29,0,1,0.862,0.03246,0,3,4,2,3,high,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,High-Edu
6,syn_0,1,1,0.7501,0.002678,0,1,3,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
6,syn_1,1,1,0.7658,0.004524,0,3,1,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
6,syn_2,1,1,0.7385,0.006931,0,1,1,4,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
6,syn_3,1,1,0.7655,0.001058,0,3,2,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
6,syn_4,1,1,0.8889,0.003194,0,1,4,4,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
6,syn_5,1,1,0.4841,0.002906,0,1,1,5,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
6,syn_6,1,1,0.779,0.004101,0,1,3,5,5,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
6,syn_7,1,1,0.7245,0.014605,0,1,1,4,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
6,syn_8,0,1,0.8436,0.001579,1,2,3,5,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
6,syn_9,1,1,0.8772,0.000137,0,3,4,5,4,low,male,Gender,FacultyMatch,1,Native,STEM,High-Edu
6,syn_10,1,1,0.7599,0.001314,1,3,1,4,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
6,syn_11,1,1,0.737,0.000983,1,3,2,5,5,low,male,Gender,FacultyMatch,1,Native,STEM,Lower-Edu
6,syn_12,1,1,0.8282,0.001047,1,2,2,1,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_13,1,1,0.8303,0.005061,1,2,1,1,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_14,1,1,0.5996,0.003469,1,1,3,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
6,syn_15,0,1,1.0,0.022319,2,3,2,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_16,1,1,0.6463,0.004775,1,3,2,2,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_17,1,1,1.0,0.008031,1,2,2,3,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_18,1,1,0.7955,0.029653,1,3,2,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_19,1,1,0.9324,0.022495,2,1,2,2,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_20,1,1,0.8205,0.003129,2,1,3,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
6,syn_21,0,1,0.7779,0.041606,1,3,2,1,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_22,1,1,0.6044,0.003179,0,1,4,2,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
6,syn_23,1,1,0.8662,0.008078,2,3,2,2,4,low,male,Gender,FacultyMatch,1,Non-Native,STEM,Lower-Edu
6,syn_24,1,1,0.9945,0.000111,0,3,4,3,5,low,male,Gender,FacultyMatch,1,Non-Native,STEM,High-Edu
6,syn_25,1,1,0.9885,0.010937,0,1,2,2,2,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
6,syn_26,1,1,0.725,0.024582,1,1,1,3,2,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
6,syn_27,1,1,0.8031,0.001819,1,3,2,1,1,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
6,syn_28,1,1,0.6892,0.009242,1,2,1,2,3,low,male,Gender,FacultyMatch,1,Non-Native,Non-STEM,Lower-Edu
